"","consumption__1","sex","area_council","urban_rural","age","population"
"8741",0,"Male","south santo",2,95,3
"8742",0,"Male","south santo",2,98,1
"8743",0,"Male","south santo",2,99,1
"8744",1,"Male","south santo",2,100,3
"8745",0,"Male","south santo",2,106,1
"8746",NA,"Female","south tanna",2,0,14
"8747",NA,"Female","south tanna",2,1,29
"8748",NA,"Female","south tanna",2,2,27
"8749",NA,"Female","south tanna",2,3,25
"8750",NA,"Female","south tanna",2,4,28
"8751",NA,"Female","south tanna",2,5,35
"8752",NA,"Female","south tanna",2,6,33
"8753",NA,"Female","south tanna",2,7,34
"8754",NA,"Female","south tanna",2,8,18
"8755",NA,"Female","south tanna",2,9,30
"8756",NA,"Female","south tanna",2,10,28
"8757",NA,"Female","south tanna",2,11,14
"8758",0,"Female","south tanna",2,12,11
"8759",0,"Female","south tanna",2,13,16
"8760",0,"Female","south tanna",2,14,15
"8761",0,"Female","south tanna",2,15,10
"8762",0,"Female","south tanna",2,16,11
"8763",1,"Female","south tanna",2,17,17
"8764",0,"Female","south tanna",2,18,7
"8765",0,"Female","south tanna",2,19,8
"8766",0,"Female","south tanna",2,20,14
"8767",0,"Female","south tanna",2,21,7
"8768",0,"Female","south tanna",2,22,19
"8769",0,"Female","south tanna",2,23,9
"8770",0,"Female","south tanna",2,24,19
"8771",0,"Female","south tanna",2,25,12
"8772",0,"Female","south tanna",2,26,11
"8773",1,"Female","south tanna",2,27,21
"8774",0,"Female","south tanna",2,28,7
"8775",0,"Female","south tanna",2,29,11
"8776",0,"Female","south tanna",2,30,7
"8777",1,"Female","south tanna",2,31,12
"8778",0,"Female","south tanna",2,32,18
"8779",0,"Female","south tanna",2,33,15
"8780",0,"Female","south tanna",2,34,6
"8781",0,"Female","south tanna",2,35,11
"8782",0,"Female","south tanna",2,36,8
"8783",0,"Female","south tanna",2,37,13
"8784",0,"Female","south tanna",2,38,13
"8785",0,"Female","south tanna",2,39,5
"8786",0,"Female","south tanna",2,40,10
"8787",0,"Female","south tanna",2,41,6
"8788",0,"Female","south tanna",2,42,6
"8789",0,"Female","south tanna",2,43,7
"8790",0,"Female","south tanna",2,44,9
"8791",0,"Female","south tanna",2,45,9
"8792",0,"Female","south tanna",2,46,5
"8793",0,"Female","south tanna",2,47,4
"8794",0,"Female","south tanna",2,48,6
"8795",0,"Female","south tanna",2,49,4
"8796",0,"Female","south tanna",2,50,6
"8797",0,"Female","south tanna",2,51,3
"8798",0,"Female","south tanna",2,52,4
"8799",0,"Female","south tanna",2,53,1
"8800",0,"Female","south tanna",2,54,3
"8801",0,"Female","south tanna",2,55,4
"8802",0,"Female","south tanna",2,56,6
"8803",0,"Female","south tanna",2,57,2
"8804",0,"Female","south tanna",2,58,7
"8805",0,"Female","south tanna",2,59,7
"8806",0,"Female","south tanna",2,60,5
"8807",0,"Female","south tanna",2,61,6
"8808",0,"Female","south tanna",2,62,6
"8809",0,"Female","south tanna",2,63,4
"8810",0,"Female","south tanna",2,64,2
"8811",0,"Female","south tanna",2,65,5
"8812",0,"Female","south tanna",2,66,4
"8813",0,"Female","south tanna",2,67,2
"8814",0,"Female","south tanna",2,68,7
"8815",0,"Female","south tanna",2,69,1
"8816",0,"Female","south tanna",2,70,2
"8817",0,"Female","south tanna",2,75,2
"8818",0,"Female","south tanna",2,76,1
"8819",0,"Female","south tanna",2,79,2
"8820",0,"Female","south tanna",2,80,3
"8821",0,"Female","south tanna",2,82,1
"8822",0,"Female","south tanna",2,83,2
"8823",0,"Female","south tanna",2,88,1
"8824",0,"Female","south tanna",2,92,1
"8825",NA,"Male","south tanna",2,0,35
"8826",NA,"Male","south tanna",2,1,30
"8827",NA,"Male","south tanna",2,2,29
"8828",NA,"Male","south tanna",2,3,32
"8829",NA,"Male","south tanna",2,4,28
"8830",NA,"Male","south tanna",2,5,33
"8831",NA,"Male","south tanna",2,6,31
"8832",NA,"Male","south tanna",2,7,18
"8833",NA,"Male","south tanna",2,8,20
"8834",NA,"Male","south tanna",2,9,28
"8835",NA,"Male","south tanna",2,10,33
"8836",NA,"Male","south tanna",2,11,17
"8837",0,"Male","south tanna",2,12,15
"8838",0,"Male","south tanna",2,13,28
"8839",0,"Male","south tanna",2,14,17
"8840",0,"Male","south tanna",2,15,13
"8841",0,"Male","south tanna",2,16,23
"8842",0,"Male","south tanna",2,17,10
"8843",0,"Male","south tanna",2,18,12
"8844",0,"Male","south tanna",2,19,20
"8845",0,"Male","south tanna",2,20,8
"8846",1,"Male","south tanna",2,21,8
"8847",1,"Male","south tanna",2,22,7
"8848",0,"Male","south tanna",2,23,13
"8849",1,"Male","south tanna",2,24,13
"8850",1,"Male","south tanna",2,25,12
"8851",0,"Male","south tanna",2,26,8
"8852",1,"Male","south tanna",2,27,9
"8853",1,"Male","south tanna",2,28,9
"8854",1,"Male","south tanna",2,29,9
"8855",1,"Male","south tanna",2,30,10
"8856",1,"Male","south tanna",2,31,5
"8857",1,"Male","south tanna",2,32,11
"8858",0,"Male","south tanna",2,33,14
"8859",1,"Male","south tanna",2,34,10
"8860",0,"Male","south tanna",2,35,13
"8861",1,"Male","south tanna",2,36,13
"8862",1,"Male","south tanna",2,37,7
"8863",0,"Male","south tanna",2,38,12
"8864",1,"Male","south tanna",2,39,15
"8865",0,"Male","south tanna",2,40,9
"8866",1,"Male","south tanna",2,41,7
"8867",0,"Male","south tanna",2,42,4
"8868",1,"Male","south tanna",2,43,2
"8869",0,"Male","south tanna",2,44,1
"8870",0,"Male","south tanna",2,45,2
"8871",0,"Male","south tanna",2,46,12
"8872",0,"Male","south tanna",2,47,6
"8873",0,"Male","south tanna",2,48,7
"8874",1,"Male","south tanna",2,49,2
"8875",1,"Male","south tanna",2,50,5
"8876",1,"Male","south tanna",2,52,7
"8877",1,"Male","south tanna",2,53,3
"8878",1,"Male","south tanna",2,54,5
"8879",0,"Male","south tanna",2,55,5
"8880",1,"Male","south tanna",2,56,2
"8881",0,"Male","south tanna",2,57,2
"8882",1,"Male","south tanna",2,58,3
"8883",1,"Male","south tanna",2,59,2
"8884",0,"Male","south tanna",2,60,9
"8885",1,"Male","south tanna",2,61,5
"8886",0,"Male","south tanna",2,62,3
"8887",0,"Male","south tanna",2,63,1
"8888",0,"Male","south tanna",2,64,2
"8889",1,"Male","south tanna",2,65,6
"8890",0,"Male","south tanna",2,66,5
"8891",0,"Male","south tanna",2,67,4
"8892",0,"Male","south tanna",2,68,3
"8893",0,"Male","south tanna",2,69,3
"8894",0,"Male","south tanna",2,70,2
"8895",0,"Male","south tanna",2,72,3
"8896",0,"Male","south tanna",2,73,3
"8897",1,"Male","south tanna",2,74,2
"8898",0,"Male","south tanna",2,77,1
"8899",0,"Male","south tanna",2,78,1
"8900",0,"Male","south tanna",2,79,2
"8901",0,"Male","south tanna",2,81,1
"8902",0,"Male","south tanna",2,85,1
"8903",0,"Male","south tanna",2,89,1
"8904",0,"Male","south tanna",2,102,1
"8905",0,"Male","south tanna",2,104,1
"8906",NA,"Female","south west malekula",2,0,37
"8907",NA,"Female","south west malekula",2,1,37
"8908",NA,"Female","south west malekula",2,2,49
"8909",NA,"Female","south west malekula",2,3,56
"8910",NA,"Female","south west malekula",2,4,39
"8911",NA,"Female","south west malekula",2,5,43
"8912",NA,"Female","south west malekula",2,6,45
"8913",NA,"Female","south west malekula",2,7,47
"8914",NA,"Female","south west malekula",2,8,40
"8915",NA,"Female","south west malekula",2,9,46
"8916",NA,"Female","south west malekula",2,10,46
"8917",NA,"Female","south west malekula",2,11,41
"8918",0,"Female","south west malekula",2,12,32
"8919",0,"Female","south west malekula",2,13,33
"8920",0,"Female","south west malekula",2,14,32
"8921",0,"Female","south west malekula",2,15,25
"8922",0,"Female","south west malekula",2,16,41
"8923",0,"Female","south west malekula",2,17,11
"8924",0,"Female","south west malekula",2,18,11
"8925",0,"Female","south west malekula",2,19,19
"8926",0,"Female","south west malekula",2,20,24
"8927",0,"Female","south west malekula",2,21,23
"8928",0,"Female","south west malekula",2,22,29
"8929",0,"Female","south west malekula",2,23,24
"8930",0,"Female","south west malekula",2,24,26
"8931",0,"Female","south west malekula",2,25,20
"8932",0,"Female","south west malekula",2,26,22
"8933",0,"Female","south west malekula",2,27,35
"8934",0,"Female","south west malekula",2,28,27
"8935",0,"Female","south west malekula",2,29,26
"8936",1,"Female","south west malekula",2,30,33
"8937",0,"Female","south west malekula",2,31,30
"8938",0,"Female","south west malekula",2,32,26
"8939",0,"Female","south west malekula",2,33,17
"8940",0,"Female","south west malekula",2,34,25
"8941",0,"Female","south west malekula",2,35,29
"8942",0,"Female","south west malekula",2,36,24
"8943",0,"Female","south west malekula",2,37,26
"8944",0,"Female","south west malekula",2,38,16
"8945",0,"Female","south west malekula",2,39,19
"8946",0,"Female","south west malekula",2,40,21
"8947",0,"Female","south west malekula",2,41,32
"8948",0,"Female","south west malekula",2,42,22
"8949",0,"Female","south west malekula",2,43,16
"8950",0,"Female","south west malekula",2,44,19
"8951",0,"Female","south west malekula",2,45,22
"8952",0,"Female","south west malekula",2,46,17
"8953",0,"Female","south west malekula",2,47,13
"8954",0,"Female","south west malekula",2,48,28
"8955",0,"Female","south west malekula",2,49,12
"8956",0,"Female","south west malekula",2,50,23
"8957",0,"Female","south west malekula",2,51,17
"8958",0,"Female","south west malekula",2,52,5
"8959",0,"Female","south west malekula",2,53,16
"8960",0,"Female","south west malekula",2,54,15
"8961",0,"Female","south west malekula",2,55,12
"8962",0,"Female","south west malekula",2,56,13
"8963",0,"Female","south west malekula",2,57,11
"8964",0,"Female","south west malekula",2,58,11
"8965",0,"Female","south west malekula",2,59,10
"8966",0,"Female","south west malekula",2,60,12
"8967",0,"Female","south west malekula",2,61,12
"8968",0,"Female","south west malekula",2,62,9
"8969",0,"Female","south west malekula",2,63,11
"8970",0,"Female","south west malekula",2,64,9
"8971",0,"Female","south west malekula",2,65,5
"8972",0,"Female","south west malekula",2,66,9
"8973",0,"Female","south west malekula",2,67,9
"8974",0,"Female","south west malekula",2,68,11
"8975",0,"Female","south west malekula",2,69,5
"8976",0,"Female","south west malekula",2,70,8
"8977",0,"Female","south west malekula",2,71,2
"8978",0,"Female","south west malekula",2,72,5
"8979",0,"Female","south west malekula",2,73,7
"8980",0,"Female","south west malekula",2,74,3
"8981",0,"Female","south west malekula",2,75,3
"8982",0,"Female","south west malekula",2,76,2
"8983",0,"Female","south west malekula",2,77,3
"8984",0,"Female","south west malekula",2,78,2
"8985",0,"Female","south west malekula",2,79,2
"8986",0,"Female","south west malekula",2,80,1
"8987",0,"Female","south west malekula",2,81,3
"8988",0,"Female","south west malekula",2,82,2
"8989",0,"Female","south west malekula",2,84,1
"8990",0,"Female","south west malekula",2,85,1
"8991",0,"Female","south west malekula",2,90,5
"8992",0,"Female","south west malekula",2,92,3
"8993",0,"Female","south west malekula",2,100,1
"8994",0,"Female","south west malekula",2,107,2
"8995",NA,"Male","south west malekula",2,0,41
"8996",NA,"Male","south west malekula",2,1,46
"8997",NA,"Male","south west malekula",2,2,42
"8998",NA,"Male","south west malekula",2,3,40
"8999",NA,"Male","south west malekula",2,4,47
"9000",NA,"Male","south west malekula",2,5,50
"9001",NA,"Male","south west malekula",2,6,42
"9002",NA,"Male","south west malekula",2,7,31
"9003",NA,"Male","south west malekula",2,8,45
"9004",NA,"Male","south west malekula",2,9,33
"9005",NA,"Male","south west malekula",2,10,51
"9006",NA,"Male","south west malekula",2,11,38
"9007",0,"Male","south west malekula",2,12,35
"9008",0,"Male","south west malekula",2,13,56
"9009",0,"Male","south west malekula",2,14,33
"9010",0,"Male","south west malekula",2,15,24
"9011",0,"Male","south west malekula",2,16,40
"9012",1,"Male","south west malekula",2,17,24
"9013",1,"Male","south west malekula",2,18,15
"9014",0,"Male","south west malekula",2,19,24
"9015",1,"Male","south west malekula",2,20,31
"9016",0,"Male","south west malekula",2,21,28
"9017",1,"Male","south west malekula",2,22,22
"9018",1,"Male","south west malekula",2,23,31
"9019",1,"Male","south west malekula",2,24,25
"9020",1,"Male","south west malekula",2,25,28
"9021",0,"Male","south west malekula",2,26,24
"9022",1,"Male","south west malekula",2,27,20
"9023",0,"Male","south west malekula",2,28,22
"9024",1,"Male","south west malekula",2,29,24
"9025",0,"Male","south west malekula",2,30,20
"9026",1,"Male","south west malekula",2,31,21
"9027",0,"Male","south west malekula",2,32,26
"9028",0,"Male","south west malekula",2,33,34
"9029",1,"Male","south west malekula",2,34,14
"9030",1,"Male","south west malekula",2,35,32
"9031",1,"Male","south west malekula",2,36,28
"9032",1,"Male","south west malekula",2,37,21
"9033",0,"Male","south west malekula",2,38,15
"9034",1,"Male","south west malekula",2,39,17
"9035",0,"Male","south west malekula",2,40,21
"9036",0,"Male","south west malekula",2,41,21
"9037",1,"Male","south west malekula",2,42,16
"9038",0,"Male","south west malekula",2,43,23
"9039",0,"Male","south west malekula",2,44,16
"9040",1,"Male","south west malekula",2,45,18
"9041",0,"Male","south west malekula",2,46,11
"9042",1,"Male","south west malekula",2,47,19
"9043",0,"Male","south west malekula",2,48,26
"9044",0,"Male","south west malekula",2,49,8
"9045",1,"Male","south west malekula",2,50,22
"9046",0,"Male","south west malekula",2,51,16
"9047",0,"Male","south west malekula",2,52,13
"9048",1,"Male","south west malekula",2,53,8
"9049",0,"Male","south west malekula",2,54,12
"9050",1,"Male","south west malekula",2,55,10
"9051",1,"Male","south west malekula",2,56,14
"9052",0,"Male","south west malekula",2,57,5
"9053",0,"Male","south west malekula",2,58,9
"9054",0,"Male","south west malekula",2,59,20
"9055",0,"Male","south west malekula",2,60,14
"9056",0,"Male","south west malekula",2,61,6
"9057",1,"Male","south west malekula",2,62,14
"9058",0,"Male","south west malekula",2,63,6
"9059",0,"Male","south west malekula",2,64,5
"9060",0,"Male","south west malekula",2,65,11
"9061",0,"Male","south west malekula",2,66,11
"9062",0,"Male","south west malekula",2,67,13
"9063",0,"Male","south west malekula",2,68,6
"9064",0,"Male","south west malekula",2,69,8
"9065",0,"Male","south west malekula",2,70,6
"9066",0,"Male","south west malekula",2,71,5
"9067",0,"Male","south west malekula",2,72,7
"9068",0,"Male","south west malekula",2,73,4
"9069",1,"Male","south west malekula",2,74,2
"9070",0,"Male","south west malekula",2,75,3
"9071",0,"Male","south west malekula",2,76,2
"9072",0,"Male","south west malekula",2,77,2
"9073",0,"Male","south west malekula",2,78,6
"9074",0,"Male","south west malekula",2,79,1
"9075",0,"Male","south west malekula",2,80,4
"9076",1,"Male","south west malekula",2,82,1
"9077",0,"Male","south west malekula",2,83,3
"9078",0,"Male","south west malekula",2,85,1
"9079",0,"Male","south west malekula",2,86,1
"9080",0,"Male","south west malekula",2,87,2
"9081",0,"Male","south west malekula",2,88,1
"9082",0,"Male","south west malekula",2,89,2
"9083",0,"Male","south west malekula",2,90,1
"9084",0,"Male","south west malekula",2,91,1
"9085",0,"Male","south west malekula",2,92,1
"9086",0,"Male","south west malekula",2,93,1
"9087",0,"Male","south west malekula",2,98,1
"9088",0,"Male","south west malekula",2,104,1
"9089",0,"Male","south west malekula",2,107,2
"9090",NA,"Female","south west tanna",2,0,107
"9091",NA,"Female","south west tanna",2,1,113
"9092",NA,"Female","south west tanna",2,2,101
"9093",NA,"Female","south west tanna",2,3,118
"9094",NA,"Female","south west tanna",2,4,96
"9095",NA,"Female","south west tanna",2,5,108
"9096",NA,"Female","south west tanna",2,6,119
"9097",NA,"Female","south west tanna",2,7,91
"9098",NA,"Female","south west tanna",2,8,98
"9099",NA,"Female","south west tanna",2,9,76
"9100",NA,"Female","south west tanna",2,10,101
"9101",NA,"Female","south west tanna",2,11,69
"9102",0,"Female","south west tanna",2,12,90
"9103",0,"Female","south west tanna",2,13,85
"9104",0,"Female","south west tanna",2,14,73
"9105",0,"Female","south west tanna",2,15,80
"9106",0,"Female","south west tanna",2,16,65
"9107",0,"Female","south west tanna",2,17,34
"9108",0,"Female","south west tanna",2,18,48
"9109",0,"Female","south west tanna",2,19,47
"9110",0,"Female","south west tanna",2,20,66
"9111",0,"Female","south west tanna",2,21,66
"9112",0,"Female","south west tanna",2,22,72
"9113",0,"Female","south west tanna",2,23,60
"9114",0,"Female","south west tanna",2,24,51
"9115",0,"Female","south west tanna",2,25,56
"9116",0,"Female","south west tanna",2,26,49
"9117",0,"Female","south west tanna",2,27,40
"9118",0,"Female","south west tanna",2,28,48
"9119",0,"Female","south west tanna",2,29,35
"9120",0,"Female","south west tanna",2,30,65
"9121",0,"Female","south west tanna",2,31,38
"9122",0,"Female","south west tanna",2,32,52
"9123",0,"Female","south west tanna",2,33,34
"9124",0,"Female","south west tanna",2,34,27
"9125",0,"Female","south west tanna",2,35,46
"9126",0,"Female","south west tanna",2,36,34
"9127",0,"Female","south west tanna",2,37,27
"9128",0,"Female","south west tanna",2,38,24
"9129",0,"Female","south west tanna",2,39,25
"9130",0,"Female","south west tanna",2,40,58
"9131",0,"Female","south west tanna",2,41,25
"9132",0,"Female","south west tanna",2,42,21
"9133",0,"Female","south west tanna",2,43,17
"9134",0,"Female","south west tanna",2,44,20
"9135",0,"Female","south west tanna",2,45,27
"9136",0,"Female","south west tanna",2,46,26
"9137",0,"Female","south west tanna",2,47,17
"9138",0,"Female","south west tanna",2,48,29
"9139",0,"Female","south west tanna",2,49,14
"9140",0,"Female","south west tanna",2,50,32
"9141",0,"Female","south west tanna",2,51,15
"9142",0,"Female","south west tanna",2,52,22
"9143",0,"Female","south west tanna",2,53,13
"9144",0,"Female","south west tanna",2,54,16
"9145",0,"Female","south west tanna",2,55,21
"9146",0,"Female","south west tanna",2,56,13
"9147",0,"Female","south west tanna",2,57,12
"9148",0,"Female","south west tanna",2,58,16
"9149",0,"Female","south west tanna",2,59,15
"9150",0,"Female","south west tanna",2,60,16
"9151",0,"Female","south west tanna",2,61,8
"9152",0,"Female","south west tanna",2,62,10
"9153",0,"Female","south west tanna",2,63,11
"9154",0,"Female","south west tanna",2,64,12
"9155",0,"Female","south west tanna",2,65,7
"9156",0,"Female","south west tanna",2,66,8
"9157",0,"Female","south west tanna",2,67,1
"9158",0,"Female","south west tanna",2,68,5
"9159",0,"Female","south west tanna",2,69,2
"9160",0,"Female","south west tanna",2,70,10
"9161",0,"Female","south west tanna",2,71,6
"9162",0,"Female","south west tanna",2,72,4
"9163",0,"Female","south west tanna",2,73,1
"9164",0,"Female","south west tanna",2,75,6
"9165",0,"Female","south west tanna",2,76,3
"9166",0,"Female","south west tanna",2,77,2
"9167",0,"Female","south west tanna",2,78,3
"9168",0,"Female","south west tanna",2,79,4
"9169",0,"Female","south west tanna",2,80,2
"9170",0,"Female","south west tanna",2,81,2
"9171",0,"Female","south west tanna",2,83,1
"9172",0,"Female","south west tanna",2,84,1
"9173",0,"Female","south west tanna",2,85,1
"9174",0,"Female","south west tanna",2,86,2
"9175",0,"Female","south west tanna",2,87,1
"9176",0,"Female","south west tanna",2,88,2
"9177",0,"Female","south west tanna",2,89,1
"9178",0,"Female","south west tanna",2,90,1
"9179",0,"Female","south west tanna",2,94,1
"9180",0,"Female","south west tanna",2,100,1
"9181",NA,"Male","south west tanna",2,0,101
"9182",NA,"Male","south west tanna",2,1,137
"9183",NA,"Male","south west tanna",2,2,129
"9184",NA,"Male","south west tanna",2,3,136
"9185",NA,"Male","south west tanna",2,4,101
"9186",NA,"Male","south west tanna",2,5,126
"9187",NA,"Male","south west tanna",2,6,99
"9188",NA,"Male","south west tanna",2,7,86
"9189",NA,"Male","south west tanna",2,8,102
"9190",NA,"Male","south west tanna",2,9,99
"9191",NA,"Male","south west tanna",2,10,125
"9192",NA,"Male","south west tanna",2,11,75
"9193",0,"Male","south west tanna",2,12,102
"9194",0,"Male","south west tanna",2,13,63
"9195",0,"Male","south west tanna",2,14,74
"9196",0,"Male","south west tanna",2,15,75
"9197",NA,"Male","south west tanna",2,16,66
"9198",0,"Male","south west tanna",2,17,57
"9199",0,"Male","south west tanna",2,18,59
"9200",0,"Male","south west tanna",2,19,61
"9201",0,"Male","south west tanna",2,20,70
"9202",1,"Male","south west tanna",2,21,45
"9203",0,"Male","south west tanna",2,22,44
"9204",1,"Male","south west tanna",2,23,30
"9205",1,"Male","south west tanna",2,24,47
"9206",1,"Male","south west tanna",2,25,52
"9207",1,"Male","south west tanna",2,26,34
"9208",0,"Male","south west tanna",2,27,43
"9209",NA,"Male","south west tanna",2,28,52
"9210",1,"Male","south west tanna",2,29,28
"9211",1,"Male","south west tanna",2,30,38
"9212",1,"Male","south west tanna",2,31,26
"9213",1,"Male","south west tanna",2,32,46
"9214",0,"Male","south west tanna",2,33,41
"9215",1,"Male","south west tanna",2,34,28
"9216",0,"Male","south west tanna",2,35,33
"9217",0,"Male","south west tanna",2,36,24
"9218",1,"Male","south west tanna",2,37,27
"9219",1,"Male","south west tanna",2,38,28
"9220",1,"Male","south west tanna",2,39,15
"9221",1,"Male","south west tanna",2,40,40
"9222",1,"Male","south west tanna",2,41,25
"9223",1,"Male","south west tanna",2,42,26
"9224",1,"Male","south west tanna",2,43,15
"9225",1,"Male","south west tanna",2,44,23
"9226",0,"Male","south west tanna",2,45,42
"9227",0,"Male","south west tanna",2,46,8
"9228",1,"Male","south west tanna",2,47,21
"9229",0,"Male","south west tanna",2,48,39
"9230",1,"Male","south west tanna",2,49,17
"9231",1,"Male","south west tanna",2,50,19
"9232",1,"Male","south west tanna",2,51,16
"9233",1,"Male","south west tanna",2,52,13
"9234",1,"Male","south west tanna",2,53,17
"9235",1,"Male","south west tanna",2,54,17
"9236",0,"Male","south west tanna",2,55,20
"9237",1,"Male","south west tanna",2,56,17
"9238",0,"Male","south west tanna",2,57,19
"9239",0,"Male","south west tanna",2,58,16
"9240",1,"Male","south west tanna",2,59,13
"9241",0,"Male","south west tanna",2,60,15
"9242",1,"Male","south west tanna",2,61,3
"9243",1,"Male","south west tanna",2,62,17
"9244",0,"Male","south west tanna",2,63,10
"9245",1,"Male","south west tanna",2,64,3
"9246",0,"Male","south west tanna",2,65,11
"9247",1,"Male","south west tanna",2,66,11
"9248",0,"Male","south west tanna",2,67,4
"9249",0,"Male","south west tanna",2,68,10
"9250",1,"Male","south west tanna",2,69,3
"9251",0,"Male","south west tanna",2,70,4
"9252",1,"Male","south west tanna",2,71,2
"9253",0,"Male","south west tanna",2,73,2
"9254",0,"Male","south west tanna",2,74,2
"9255",0,"Male","south west tanna",2,75,5
"9256",0,"Male","south west tanna",2,76,2
"9257",1,"Male","south west tanna",2,77,1
"9258",0,"Male","south west tanna",2,78,6
"9259",1,"Male","south west tanna",2,79,1
"9260",1,"Male","south west tanna",2,80,5
"9261",0,"Male","south west tanna",2,81,1
"9262",0,"Male","south west tanna",2,84,6
"9263",0,"Male","south west tanna",2,85,1
"9264",1,"Male","south west tanna",2,87,2
"9265",0,"Male","south west tanna",2,89,1
"9266",NA,"Female","tongariki",2,0,9
"9267",NA,"Female","tongariki",2,1,8
"9268",NA,"Female","tongariki",2,2,10
"9269",NA,"Female","tongariki",2,3,14
"9270",NA,"Female","tongariki",2,4,20
"9271",NA,"Female","tongariki",2,5,14
"9272",NA,"Female","tongariki",2,6,12
"9273",NA,"Female","tongariki",2,7,11
"9274",NA,"Female","tongariki",2,8,16
"9275",NA,"Female","tongariki",2,9,11
"9276",NA,"Female","tongariki",2,10,13
"9277",NA,"Female","tongariki",2,11,13
"9278",0,"Female","tongariki",2,12,14
"9279",0,"Female","tongariki",2,13,9
"9280",0,"Female","tongariki",2,14,9
"9281",0,"Female","tongariki",2,15,14
"9282",0,"Female","tongariki",2,16,10
"9283",NA,"Female","tongariki",2,17,11
"9284",0,"Female","tongariki",2,18,11
"9285",0,"Female","tongariki",2,19,7
"9286",0,"Female","tongariki",2,20,11
"9287",0,"Female","tongariki",2,21,10
"9288",0,"Female","tongariki",2,22,3
"9289",1,"Female","tongariki",2,23,8
"9290",0,"Female","tongariki",2,24,5
"9291",0,"Female","tongariki",2,25,8
"9292",0,"Female","tongariki",2,26,9
"9293",0,"Female","tongariki",2,27,15
"9294",0,"Female","tongariki",2,28,8
"9295",0,"Female","tongariki",2,29,6
"9296",0,"Female","tongariki",2,30,6
"9297",0,"Female","tongariki",2,31,6
"9298",0,"Female","tongariki",2,32,7
"9299",0,"Female","tongariki",2,33,7
"9300",0,"Female","tongariki",2,34,3
"9301",0,"Female","tongariki",2,35,5
"9302",NA,"Female","tongariki",2,36,4
"9303",0,"Female","tongariki",2,37,3
"9304",1,"Female","tongariki",2,38,2
"9305",0,"Female","tongariki",2,39,4
"9306",0,"Female","tongariki",2,40,4
"9307",0,"Female","tongariki",2,41,3
"9308",0,"Female","tongariki",2,42,5
"9309",0,"Female","tongariki",2,43,4
"9310",0,"Female","tongariki",2,44,8
"9311",0,"Female","tongariki",2,45,2
"9312",0,"Female","tongariki",2,46,4
"9313",0,"Female","tongariki",2,47,4
"9314",0,"Female","tongariki",2,48,7
"9315",0,"Female","tongariki",2,49,7
"9316",0,"Female","tongariki",2,50,7
"9317",0,"Female","tongariki",2,51,8
"9318",0,"Female","tongariki",2,52,3
"9319",0,"Female","tongariki",2,53,8
"9320",0,"Female","tongariki",2,54,3
"9321",0,"Female","tongariki",2,55,2
"9322",0,"Female","tongariki",2,56,5
"9323",0,"Female","tongariki",2,57,5
"9324",0,"Female","tongariki",2,58,4
"9325",0,"Female","tongariki",2,59,3
"9326",0,"Female","tongariki",2,60,8
"9327",0,"Female","tongariki",2,61,3
"9328",0,"Female","tongariki",2,62,4
"9329",0,"Female","tongariki",2,63,3
"9330",0,"Female","tongariki",2,64,5
"9331",0,"Female","tongariki",2,65,1
"9332",0,"Female","tongariki",2,66,6
"9333",0,"Female","tongariki",2,68,3
"9334",0,"Female","tongariki",2,69,1
"9335",0,"Female","tongariki",2,70,3
"9336",0,"Female","tongariki",2,71,2
"9337",0,"Female","tongariki",2,72,3
"9338",0,"Female","tongariki",2,74,2
"9339",0,"Female","tongariki",2,75,1
"9340",0,"Female","tongariki",2,76,2
"9341",0,"Female","tongariki",2,77,2
"9342",0,"Female","tongariki",2,78,5
"9343",0,"Female","tongariki",2,79,4
"9344",0,"Female","tongariki",2,80,1
"9345",0,"Female","tongariki",2,84,1
"9346",0,"Female","tongariki",2,87,2
"9347",0,"Female","tongariki",2,88,1
"9348",NA,"Male","tongariki",2,0,12
"9349",NA,"Male","tongariki",2,1,15
"9350",NA,"Male","tongariki",2,2,11
"9351",NA,"Male","tongariki",2,3,15
"9352",NA,"Male","tongariki",2,4,14
"9353",NA,"Male","tongariki",2,5,25
"9354",NA,"Male","tongariki",2,6,16
"9355",NA,"Male","tongariki",2,7,15
"9356",NA,"Male","tongariki",2,8,15
"9357",NA,"Male","tongariki",2,9,17
"9358",NA,"Male","tongariki",2,10,10
"9359",NA,"Male","tongariki",2,11,11
"9360",0,"Male","tongariki",2,12,13
"9361",0,"Male","tongariki",2,13,15
"9362",0,"Male","tongariki",2,14,13
"9363",0,"Male","tongariki",2,15,13
"9364",0,"Male","tongariki",2,16,14
"9365",0,"Male","tongariki",2,17,7
"9366",1,"Male","tongariki",2,18,15
"9367",0,"Male","tongariki",2,19,5
"9368",0,"Male","tongariki",2,20,10
"9369",0,"Male","tongariki",2,21,10
"9370",1,"Male","tongariki",2,22,3
"9371",1,"Male","tongariki",2,23,5
"9372",1,"Male","tongariki",2,24,4
"9373",1,"Male","tongariki",2,25,9
"9374",0,"Male","tongariki",2,26,8
"9375",1,"Male","tongariki",2,27,8
"9376",0,"Male","tongariki",2,28,7
"9377",0,"Male","tongariki",2,29,8
"9378",1,"Male","tongariki",2,30,11
"9379",0,"Male","tongariki",2,31,4
"9380",1,"Male","tongariki",2,32,5
"9381",1,"Male","tongariki",2,33,8
"9382",0,"Male","tongariki",2,34,7
"9383",0,"Male","tongariki",2,35,7
